researcher_id,name,institution,commercial_priority_score,tier,segment,research_intelligence_score,technology_adoption_score,key_drivers,considerations
A5101260841,Junseo Seo,Soongsil University,33.52952325330391,Tier B,Emerging Adopter,17.80002539321642,57.12377004343513,High recent research momentum,Limited observed collaboration-network signal | Limited institutional signal
A5019811423,Kisung Nam,Seoul National University,33.151095334667986,Tier C,Low Priority,27.770503398851243,41.221983238393086,High recent research momentum | Strong institutional environment,Low technology evidence | Limited spatial-transcriptomics evidence | Limited single-cell activity | Limited observed collaboration-network signal
A5101905019,Jangho Kim,Seoul National University,32.86411721325042,Tier C,Low Priority,45.25630246511817,14.275839335448792,Strong institutional environment,Low technology evidence | Limited spatial-transcriptomics evidence | Limited single-cell activity | Low recent research momentum | Limited observed collaboration-network signal
A5012763936,Pratyush Kumar Mishra,Seoul National University,32.649095432131425,Tier C,Low Priority,39.447301992306755,22.451785591868433,Strong institutional environment,Low technology evidence | Limited spatial-transcriptomics evidence | Limited single-cell activity
A5043815269,Yong Woo Ji,Yonsei University,32.15581877974205,Tier C,Low Priority,36.75427096697902,25.25814049888659,Balanced profile without a dominant top-quartile driver,Low technology evidence | Limited spatial-transcriptomics evidence | Limited single-cell activity | Limited institutional signal
A5103042371,Sung Ki Lee,Konyang University,31.99266332799026,Tier C,Low Priority,38.82571633730875,21.743083814012536,Balanced profile without a dominant top-quartile driver,Low technology evidence | Limited spatial-transcriptomics evidence | Limited observed collaboration-network signal | Limited institutional signal
A5113327383,In-Kyu Lee,Kyungpook National University Hospital,31.756410707284232,Tier C,Low Priority,23.22228493997454,44.557599358248765,High recent research momentum,Low technology evidence | Limited spatial-transcriptomics evidence | Limited single-cell activity
A5100436303,Dae Ho Lee,Shinhwa Medical (South Korea),31.223511593916946,Tier C,Low Priority,37.09121997851806,22.421949017015272,Balanced profile without a dominant top-quartile driver,Low technology evidence | Limited spatial-transcriptomics evidence | Limited single-cell activity | Limited observed collaboration-network signal | Limited institutional signal
A5056078856,Nishant Thakur,Catholic University of Korea,30.473820392618098,Tier C,Low Priority,41.40449446528805,14.077809283613165,Balanced profile without a dominant top-quartile driver,Low technology evidence | Limited spatial-transcriptomics evidence | Limited single-cell activity | Low recent research momentum
A5052825364,Gyeongjun Kim,Seoul National University,29.83848422863143,Tier C,Low Priority,20.194530564874107,44.30441472426741,High recent research momentum | Strong institutional environment,Low technology evidence | Limited spatial-transcriptomics evidence | Limited observed collaboration-network signal
A5102629578,Youngmin Chung,Sungkyunkwan University,29.82054846271467,Tier C,Low Priority,26.483959091150616,34.825432520060744,High spatial-transcriptomics evidence,Limited single-cell activity | Limited observed collaboration-network signal | Limited institutional signal
A5039165896,Jae Hun Jung,Kyung Hee University,29.670514209654392,Tier C,Low Priority,40.91530495141529,12.803328097013052,Balanced profile without a dominant top-quartile driver,Low technology evidence | Limited spatial-transcriptomics evidence | Limited single-cell activity | Low recent research momentum | Limited institutional signal
A5080393838,Nirmali Sharma,Seoul National University,28.87765841547474,Tier C,Low Priority,25.303972539788578,34.23818722900399,High recent research momentum | Strong institutional environment,Low technology evidence | Limited spatial-transcriptomics evidence | Limited single-cell activity | Limited observed collaboration-network signal
A5020433927,Suran Kim,Yonsei University,28.799990624550215,Tier C,Low Priority,37.44120646324756,15.838166866504194,Balanced profile without a dominant top-quartile driver,Low technology evidence | Limited spatial-transcriptomics evidence | Limited single-cell activity | Low recent research momentum | Limited institutional signal
A5038741908,Kyeong Chan Im,Sungkyunkwan University,28.721103014540383,Tier C,Low Priority,21.043546233422713,40.23743818621689,High spatial-transcriptomics evidence | High recent research momentum,Limited single-cell activity | Limited observed collaboration-network signal | Limited institutional signal
A5038321538,Sungjin Min,Yonsei University,28.673698699998496,Tier C,Low Priority,34.3706322710216,20.12829834346385,Balanced profile without a dominant top-quartile driver,Low technology evidence | Limited spatial-transcriptomics evidence | Limited single-cell activity | Limited institutional signal
A5013823921,Yi Sun Choi,Yonsei University,28.248493977644372,Tier C,Low Priority,35.494531100038145,17.379438294053717,Balanced profile without a dominant top-quartile driver,Low technology evidence | Limited spatial-transcriptomics evidence | Limited single-cell activity | Limited institutional signal
A5031651244,Ji Hun Ha,Sungkyunkwan University,28.17482902611306,Tier C,Low Priority,20.442951065580424,39.77264596691201,High spatial-transcriptomics evidence | High recent research momentum,Limited single-cell activity | Limited observed collaboration-network signal | Limited institutional signal
A5100772900,Jae Hun Kim,Kyung Hee University,26.737706262341167,Tier C,Low Priority,36.77145236628594,11.687087106424007,Balanced profile without a dominant top-quartile driver,Low technology evidence | Limited spatial-transcriptomics evidence | Limited single-cell activity | Low recent research momentum | Limited observed collaboration-network signal | Limited institutional signal
A5009706510,Muhammad Joan Ailia,Pusan National University,26.70647123224953,Tier C,Low Priority,25.01495891344936,29.243739710449784,High recent research momentum,Low technology evidence | Limited spatial-transcriptomics evidence | Limited single-cell activity
A5085902390,Eun Jung Choi,Kyungpook National University,26.674841434934,Tier C,Low Priority,33.4173875240318,16.56102230128729,Balanced profile without a dominant top-quartile driver,Low technology evidence | Limited spatial-transcriptomics evidence | Limited single-cell activity | Limited observed collaboration-network signal
A5060670063,Kyusun Han,Yonsei University,25.453186425101524,Tier C,Low Priority,21.19114039438274,31.846255471179703,High recent research momentum,Low technology evidence | Limited spatial-transcriptomics evidence | Limited single-cell activity | Limited institutional signal
A5060611882,Chang-Mo Yoo,Seoul National University,23.735793313748545,Tier C,Low Priority,15.419164082512617,36.21073716060243,High recent research momentum | Strong institutional environment,Low technology evidence | Limited spatial-transcriptomics evidence | Limited single-cell activity | Limited observed collaboration-network signal
A5050948502,Eungyeong Jang,Kyung Hee University,22.78739033290859,Tier C,Low Priority,31.772807099996008,9.309265182277466,Balanced profile without a dominant top-quartile driver,Low technology evidence | Limited spatial-transcriptomics evidence | Limited single-cell activity | Low recent research momentum | Limited institutional signal
A5062726951,Jungkap Park,Hallym University Sacred Heart Hospital,17.916110864153513,Tier C,Low Priority,29.86018477358919,0.0,Balanced profile without a dominant top-quartile driver,Low technology evidence | Limited spatial-transcriptomics evidence | Limited single-cell activity | Low recent research momentum | Limited observed collaboration-network signal | Limited institutional signal
A5112850024,Young Hyeh,Sungkyunkwan University,13.043834338564622,Tier C,Low Priority,1.7137885574552019,30.03890301022875,High recent research momentum,Low technology evidence | Limited spatial-transcriptomics evidence | Limited single-cell activity | Limited observed collaboration-network signal | Limited institutional signal
A5111031978,Cho Hyun Hwang,Kyung Hee University,11.8704679461476,Tier C,Low Priority,0.0,29.676169865369,High recent research momentum,Low technology evidence | Limited spatial-transcriptomics evidence | Limited single-cell activity | Limited observed collaboration-network signal | Limited institutional signal
